Source,Target,Type,Id,Label,Weight
943,476,Undirected,28973,,1
1852,370,Undirected,28974,,1
918,532,Undirected,28975,,1
2713,351,Undirected,28976,,1
385,175,Undirected,28977,,1
886,343,Undirected,28978,,1
727,229,Undirected,28979,,1
224,61,Undirected,28980,,1
1553,172,Undirected,28981,,1
545,454,Undirected,28982,,1
694,241,Undirected,28983,,1
263,15,Undirected,28984,,1
2989,339,Undirected,28985,,1
665,53,Undirected,28986,,1
970,274,Undirected,28987,,1
2920,916,Undirected,28988,,1
320,273,Undirected,28989,,1
727,286,Undirected,28990,,1
737,688,Undirected,28991,,1
1217,628,Undirected,28992,,1
546,34,Undirected,28993,,1
613,34,Undirected,28994,,1
711,263,Undirected,28995,,1
400,122,Undirected,28996,,1
2534,618,Undirected,28997,,1
902,665,Undirected,28998,,1
2883,624,Undirected,28999,,1
967,859,Undirected,29000,,1
192,176,Undirected,29001,,1
2018,278,Undirected,29002,,1
891,502,Undirected,29003,,1
1921,370,Undirected,29004,,1
665,308,Undirected,29005,,1
823,754,Undirected,29006,,1
1966,605,Undirected,29007,,1
605,592,Undirected,29008,,1
3021,535,Undirected,29009,,1
810,775,Undirected,29010,,1
805,142,Undirected,29011,,1
805,470,Undirected,29012,,1
1066,599,Undirected,29013,,1
837,169,Undirected,29014,,1
1921,372,Undirected,29015,,1
724,376,Undirected,29016,,1
742,24,Undirected,29017,,1
1523,499,Undirected,29018,,1
464,242,Undirected,29019,,1
787,413,Undirected,29020,,1
381,329,Undirected,29021,,1
975,869,Undirected,29022,,1
499,233,Undirected,29023,,1
638,280,Undirected,29024,,1
365,33,Undirected,29025,,1
608,347,Undirected,29026,,1
1329,132,Undirected,29027,,1
782,499,Undirected,29028,,1
440,274,Undirected,29029,,1
1828,605,Undirected,29030,,1
1759,57,Undirected,29031,,1
2581,927,Undirected,29032,,1
169,33,Undirected,29033,,1
2502,510,Undirected,29034,,1
837,589,Undirected,29035,,1
944,246,Undirected,29036,,1
849,401,Undirected,29037,,1
2078,260,Undirected,29038,,1
261,36,Undirected,29039,,1
816,624,Undirected,29040,,1
1261,287,Undirected,29041,,1
652,608,Undirected,29042,,1
673,648,Undirected,29043,,1
558,377,Undirected,29044,,1
731,286,Undirected,29045,,1
1707,876,Undirected,29046,,1
2646,812,Undirected,29047,,1
586,532,Undirected,29048,,1
874,464,Undirected,29049,,1
981,97,Undirected,29050,,1
590,436,Undirected,29051,,1
519,515,Undirected,29052,,1
620,9,Undirected,29053,,1
932,233,Undirected,29054,,1
772,34,Undirected,29055,,1
1124,525,Undirected,29056,,1
1703,265,Undirected,29057,,1
975,27,Undirected,29058,,1
918,436,Undirected,29059,,1
916,469,Undirected,29060,,1
2072,784,Undirected,29061,,1
476,241,Undirected,29062,,1
1272,486,Undirected,29063,,1
349,23,Undirected,29064,,1
342,255,Undirected,29065,,1
2007,28,Undirected,29066,,1
96,14,Undirected,29067,,1
972,209,Undirected,29068,,1
419,226,Undirected,29069,,1
797,499,Undirected,29070,,1
2042,9,Undirected,29071,,1
1425,973,Undirected,29072,,1
752,440,Undirected,29073,,1
925,683,Undirected,29074,,1
778,762,Undirected,29075,,1
851,568,Undirected,29076,,1
486,171,Undirected,29077,,1
613,139,Undirected,29078,,1
2465,79,Undirected,29079,,1
981,452,Undirected,29080,,1
845,19,Undirected,29081,,1
953,794,Undirected,29082,,1
2593,816,Undirected,29083,,1
1949,365,Undirected,29084,,1
686,244,Undirected,29085,,1
600,199,Undirected,29086,,1
2999,599,Undirected,29087,,1
1677,773,Undirected,29088,,1
2897,652,Undirected,29089,,1
2881,372,Undirected,29090,,1
1040,470,Undirected,29091,,1
502,85,Undirected,29092,,1
634,251,Undirected,29093,,1
532,202,Undirected,29094,,1
950,818,Undirected,29095,,1
359,312,Undirected,29096,,1
1826,53,Undirected,29097,,1
2130,436,Undirected,29098,,1
711,370,Undirected,29099,,1
2272,110,Undirected,29100,,1
593,114,Undirected,29101,,1
2040,597,Undirected,29102,,1
762,556,Undirected,29103,,1
794,585,Undirected,29104,,1
191,153,Undirected,29105,,1
440,372,Undirected,29106,,1
1143,695,Undirected,29107,,1
649,595,Undirected,29108,,1
587,493,Undirected,29109,,1
1828,957,Undirected,29110,,1
836,640,Undirected,29111,,1
1047,944,Undirected,29112,,1
794,634,Undirected,29113,,1
2143,365,Undirected,29114,,1
97,86,Undirected,29115,,1
1033,33,Undirected,29116,,1
898,370,Undirected,29117,,1
356,242,Undirected,29118,,1
859,12,Undirected,29119,,1
902,740,Undirected,29120,,1
533,246,Undirected,29121,,1
360,45,Undirected,29122,,1
649,294,Undirected,29123,,1
372,272,Undirected,29124,,1
665,295,Undirected,29125,,1
638,15,Undirected,29126,,1
789,484,Undirected,29127,,1
638,376,Undirected,29128,,1
667,317,Undirected,29129,,1
752,741,Undirected,29130,,1
920,762,Undirected,29131,,1
823,272,Undirected,29132,,1
627,291,Undirected,29133,,1
748,597,Undirected,29134,,1
944,811,Undirected,29135,,1
812,424,Undirected,29136,,1
2049,755,Undirected,29137,,1
787,754,Undirected,29138,,1
2593,436,Undirected,29139,,1
1910,620,Undirected,29140,,1
635,532,Undirected,29141,,1
655,315,Undirected,29142,,1
715,274,Undirected,29143,,1
809,187,Undirected,29144,,1
2148,565,Undirected,29145,,1
230,19,Undirected,29146,,1
396,166,Undirected,29147,,1
544,452,Undirected,29148,,1
797,429,Undirected,29149,,1
981,436,Undirected,29150,,1
762,394,Undirected,29151,,1
883,708,Undirected,29152,,1
2515,309,Undirected,29153,,1
715,430,Undirected,29154,,1
865,574,Undirected,29155,,1
383,230,Undirected,29156,,1
2805,241,Undirected,29157,,1
1828,595,Undirected,29158,,1
1437,439,Undirected,29159,,1
627,281,Undirected,29160,,1
406,101,Undirected,29161,,1
476,383,Undirected,29162,,1
480,437,Undirected,29163,,1
565,553,Undirected,29164,,1
642,291,Undirected,29165,,1
618,42,Undirected,29166,,1
859,794,Undirected,29167,,1
476,168,Undirected,29168,,1
536,97,Undirected,29169,,1
1982,2,Undirected,29170,,1
615,128,Undirected,29171,,1
533,365,Undirected,29172,,1
336,77,Undirected,29173,,1
283,239,Undirected,29174,,1
1033,417,Undirected,29175,,1
3033,818,Undirected,29176,,1
1379,128,Undirected,29177,,1
1517,261,Undirected,29178,,1
865,253,Undirected,29179,,1
1474,964,Undirected,29180,,1
2214,694,Undirected,29181,,1
362,315,Undirected,29182,,1
507,331,Undirected,29183,,1
464,283,Undirected,29184,,1
1828,283,Undirected,29185,,1
822,123,Undirected,29186,,1
745,620,Undirected,29187,,1
2131,394,Undirected,29188,,1
1607,303,Undirected,29189,,1
46,42,Undirected,29190,,1
776,655,Undirected,29191,,1
981,809,Undirected,29192,,1
378,291,Undirected,29193,,1
620,600,Undirected,29194,,1
787,638,Undirected,29195,,1
2121,66,Undirected,29196,,1
884,54,Undirected,29197,,1
1402,715,Undirected,29198,,1
1121,668,Undirected,29199,,1
903,648,Undirected,29200,,1
286,244,Undirected,29201,,1
777,605,Undirected,29202,,1
585,417,Undirected,29203,,1
458,224,Undirected,29204,,1
511,82,Undirected,29205,,1
965,24,Undirected,29206,,1
723,378,Undirected,29207,,1
607,274,Undirected,29208,,1
944,287,Undirected,29209,,1
486,351,Undirected,29210,,1
532,12,Undirected,29211,,1
848,693,Undirected,29212,,1
272,46,Undirected,29213,,1
1732,951,Undirected,29214,,1
595,265,Undirected,29215,,1
1404,755,Undirected,29216,,1
522,70,Undirected,29217,,1
543,464,Undirected,29218,,1
975,224,Undirected,29219,,1
604,268,Undirected,29220,,1
2352,797,Undirected,29221,,1
370,130,Undirected,29222,,1
2769,132,Undirected,29223,,1
980,708,Undirected,29224,,1
547,15,Undirected,29225,,1
1070,953,Undirected,29226,,1
801,291,Undirected,29227,,1
1966,585,Undirected,29228,,1
773,690,Undirected,29229,,1
336,239,Undirected,29230,,1
1312,712,Undirected,29231,,1
2497,524,Undirected,29232,,1
808,789,Undirected,29233,,1
879,777,Undirected,29234,,1
365,48,Undirected,29235,,1
1682,360,Undirected,29236,,1
1426,638,Undirected,29237,,1
618,572,Undirected,29238,,1
1381,5,Undirected,29239,,1
430,110,Undirected,29240,,1
511,492,Undirected,29241,,1
725,280,Undirected,29242,,1
2759,851,Undirected,29243,,1
599,532,Undirected,29244,,1
2713,883,Undirected,29245,,1
781,220,Undirected,29246,,1
2903,586,Undirected,29247,,1
942,251,Undirected,29248,,1
879,132,Undirected,29249,,1
776,413,Undirected,29250,,1
349,130,Undirected,29251,,1
953,767,Undirected,29252,,1
975,61,Undirected,29253,,1
226,29,Undirected,29254,,1
590,15,Undirected,29255,,1
975,315,Undirected,29256,,1
291,191,Undirected,29257,,1
534,273,Undirected,29258,,1
868,865,Undirected,29259,,1
484,12,Undirected,29260,,1
1800,494,Undirected,29261,,1
2209,782,Undirected,29262,,1
668,227,Undirected,29263,,1
794,491,Undirected,29264,,1
725,562,Undirected,29265,,1
673,516,Undirected,29266,,1
665,570,Undirected,29267,,1
2600,859,Undirected,29268,,1
1212,652,Undirected,29269,,1
638,377,Undirected,29270,,1
2741,5,Undirected,29271,,1
837,754,Undirected,29272,,1
668,655,Undirected,29273,,1
871,661,Undirected,29274,,1
735,550,Undirected,29275,,1
854,809,Undirected,29276,,1
964,191,Undirected,29277,,1
206,12,Undirected,29278,,1
770,406,Undirected,29279,,1
1572,812,Undirected,29280,,1
794,33,Undirected,29281,,1
964,479,Undirected,29282,,1
1474,372,Undirected,29283,,1
2795,615,Undirected,29284,,1
91,15,Undirected,29285,,1
387,312,Undirected,29286,,1
879,650,Undirected,29287,,1
595,2,Undirected,29288,,1
2153,493,Undirected,29289,,1
536,246,Undirected,29290,,1
436,42,Undirected,29291,,1
939,842,Undirected,29292,,1
673,314,Undirected,29293,,1
659,141,Undirected,29294,,1
754,467,Undirected,29295,,1
1581,904,Undirected,29296,,1
762,359,Undirected,29297,,1
392,34,Undirected,29298,,1
440,312,Undirected,29299,,1
703,410,Undirected,29300,,1
1048,454,Undirected,29301,,1
703,345,Undirected,29302,,1
476,130,Undirected,29303,,1
1828,758,Undirected,29304,,1
665,589,Undirected,29305,,1
740,577,Undirected,29306,,1
1180,446,Undirected,29307,,1
932,470,Undirected,29308,,1
453,14,Undirected,29309,,1
1832,607,Undirected,29310,,1
2542,467,Undirected,29311,,1
845,381,Undirected,29312,,1
943,272,Undirected,29313,,1
742,22,Undirected,29314,,1
487,455,Undirected,29315,,1
1949,463,Undirected,29316,,1
742,370,Undirected,29317,,1
2211,829,Undirected,29318,,1
824,14,Undirected,29319,,1
925,278,Undirected,29320,,1
2688,597,Undirected,29321,,1
1427,761,Undirected,29322,,1
2971,372,Undirected,29323,,1
570,370,Undirected,29324,,1
2783,115,Undirected,29325,,1
789,272,Undirected,29326,,1
734,210,Undirected,29327,,1
884,26,Undirected,29328,,1
648,175,Undirected,29329,,1
973,926,Undirected,29330,,1
686,331,Undirected,29331,,1
1598,66,Undirected,29332,,1
444,389,Undirected,29333,,1
820,429,Undirected,29334,,1
671,113,Undirected,29335,,1
2763,168,Undirected,29336,,1
429,108,Undirected,29337,,1
646,215,Undirected,29338,,1
1786,975,Undirected,29339,,1
1584,122,Undirected,29340,,1
827,434,Undirected,29341,,1
2100,317,Undirected,29342,,1
687,600,Undirected,29343,,1
960,97,Undirected,29344,,1
894,381,Undirected,29345,,1
745,372,Undirected,29346,,1
1966,379,Undirected,29347,,1
504,34,Undirected,29348,,1
347,159,Undirected,29349,,1
2070,23,Undirected,29350,,1
792,519,Undirected,29351,,1
546,66,Undirected,29352,,1
425,95,Undirected,29353,,1
879,130,Undirected,29354,,1
1141,61,Undirected,29355,,1
691,36,Undirected,29356,,1
312,110,Undirected,29357,,1
2997,33,Undirected,29358,,1
312,308,Undirected,29359,,1
836,365,Undirected,29360,,1
748,304,Undirected,29361,,1
593,226,Undirected,29362,,1
513,381,Undirected,29363,,1
716,444,Undirected,29364,,1
2896,347,Undirected,29365,,1
1268,407,Undirected,29366,,1
715,169,Undirected,29367,,1
1088,770,Undirected,29368,,1
1170,1,Undirected,29369,,1
2142,37,Undirected,29370,,1
932,29,Undirected,29371,,1
814,745,Undirected,29372,,1
607,546,Undirected,29373,,1
943,94,Undirected,29374,,1
1228,313,Undirected,29375,,1
491,295,Undirected,29376,,1
532,94,Undirected,29377,,1
431,174,Undirected,29378,,1
47,40,Undirected,29379,,1
1449,925,Undirected,29380,,1
2207,315,Undirected,29381,,1
860,762,Undirected,29382,,1
874,455,Undirected,29383,,1
2593,413,Undirected,29384,,1
953,742,Undirected,29385,,1
713,1,Undirected,29386,,1
484,461,Undirected,29387,,1
2105,774,Undirected,29388,,1
775,614,Undirected,29389,,1
471,231,Undirected,29390,,1
2138,624,Undirected,29391,,1
879,521,Undirected,29392,,1
336,15,Undirected,29393,,1
475,38,Undirected,29394,,1
2605,394,Undirected,29395,,1
809,638,Undirected,29396,,1
476,474,Undirected,29397,,1
87,68,Undirected,29398,,1
738,613,Undirected,29399,,1
762,15,Undirected,29400,,1
1828,754,Undirected,29401,,1
597,86,Undirected,29402,,1
2103,252,Undirected,29403,,1
902,426,Undirected,29404,,1
1812,628,Undirected,29405,,1
2272,307,Undirected,29406,,1
879,222,Undirected,29407,,1
694,348,Undirected,29408,,1
811,61,Undirected,29409,,1
2571,128,Undirected,29410,,1
2883,975,Undirected,29411,,1
496,261,Undirected,29412,,1
981,23,Undirected,29413,,1
3001,716,Undirected,29414,,1
735,274,Undirected,29415,,1
666,283,Undirected,29416,,1
891,742,Undirected,29417,,1
2100,790,Undirected,29418,,1
1438,320,Undirected,29419,,1
2515,550,Undirected,29420,,1
982,886,Undirected,29421,,1
754,440,Undirected,29422,,1
1571,552,Undirected,29423,,1
695,370,Undirected,29424,,1
986,824,Undirected,29425,,1
806,512,Undirected,29426,,1
836,440,Undirected,29427,,1
2677,484,Undirected,29428,,1
560,372,Undirected,29429,,1
2150,530,Undirected,29430,,1
1241,111,Undirected,29431,,1
762,694,Undirected,29432,,1
2207,437,Undirected,29433,,1
441,381,Undirected,29434,,1
2078,331,Undirected,29435,,1
986,942,Undirected,29436,,1
944,656,Undirected,29437,,1
297,241,Undirected,29438,,1
1336,821,Undirected,29439,,1
493,16,Undirected,29440,,1
811,698,Undirected,29441,,1
859,762,Undirected,29442,,1
960,125,Undirected,29443,,1
675,137,Undirected,29444,,1
948,829,Undirected,29445,,1
1610,790,Undirected,29446,,1
1675,105,Undirected,29447,,1
437,230,Undirected,29448,,1
2281,91,Undirected,29449,,1
638,413,Undirected,29450,,1
2603,776,Undirected,29451,,1
2253,454,Undirected,29452,,1
1999,304,Undirected,29453,,1
43,29,Undirected,29454,,1
866,317,Undirected,29455,,1
615,608,Undirected,29456,,1
491,345,Undirected,29457,,1
891,467,Undirected,29458,,1
837,745,Undirected,29459,,1
665,536,Undirected,29460,,1
852,805,Undirected,29461,,1
910,767,Undirected,29462,,1
964,608,Undirected,29463,,1
1598,362,Undirected,29464,,1
884,401,Undirected,29465,,1
865,9,Undirected,29466,,1
2099,17,Undirected,29467,,1
272,153,Undirected,29468,,1
775,652,Undirected,29469,,1
638,532,Undirected,29470,,1
291,225,Undirected,29471,,1
489,155,Undirected,29472,,1
823,778,Undirected,29473,,1
975,153,Undirected,29474,,1
884,778,Undirected,29475,,1
1426,91,Undirected,29476,,1
459,215,Undirected,29477,,1
1610,586,Undirected,29478,,1
556,232,Undirected,29479,,1
436,24,Undirected,29480,,1
79,20,Undirected,29481,,1
2070,465,Undirected,29482,,1
122,81,Undirected,29483,,1
401,15,Undirected,29484,,1
2774,200,Undirected,29485,,1
694,35,Undirected,29486,,1
310,230,Undirected,29487,,1
692,74,Undirected,29488,,1
1442,814,Undirected,29489,,1
2294,383,Undirected,29490,,1
816,54,Undirected,29491,,1
748,162,Undirected,29492,,1
1165,419,Undirected,29493,,1
94,54,Undirected,29494,,1
593,406,Undirected,29495,,1
1284,370,Undirected,29496,,1
860,53,Undirected,29497,,1
269,59,Undirected,29498,,1
624,110,Undirected,29499,,1
2103,722,Undirected,29500,,1
441,360,Undirected,29501,,1
1315,57,Undirected,29502,,1
314,81,Undirected,29503,,1
261,95,Undirected,29504,,1
370,272,Undirected,29505,,1
1071,752,Undirected,29506,,1
413,48,Undirected,29507,,1
781,470,Undirected,29508,,1
789,379,Undirected,29509,,1
63,40,Undirected,29510,,1
634,266,Undirected,29511,,1
347,34,Undirected,29512,,1
865,673,Undirected,29513,,1
845,510,Undirected,29514,,1
583,360,Undirected,29515,,1
425,1,Undirected,29516,,1
662,149,Undirected,29517,,1
950,677,Undirected,29518,,1
376,199,Undirected,29519,,1
974,837,Undirected,29520,,1
795,271,Undirected,29521,,1
2080,836,Undirected,29522,,1
2677,209,Undirected,29523,,1
2309,370,Undirected,29524,,1
282,118,Undirected,29525,,1
638,296,Undirected,29526,,1
543,532,Undirected,29527,,1
406,145,Undirected,29528,,1
2266,932,Undirected,29529,,1
920,33,Undirected,29530,,1
1130,204,Undirected,29531,,1
523,320,Undirected,29532,,1
436,191,Undirected,29533,,1
40,19,Undirected,29534,,1
944,605,Undirected,29535,,1
823,809,Undirected,29536,,1
711,15,Undirected,29537,,1
1931,700,Undirected,29538,,1
897,317,Undirected,29539,,1
838,356,Undirected,29540,,1
921,33,Undirected,29541,,1
925,661,Undirected,29542,,1
131,121,Undirected,29543,,1
659,417,Undirected,29544,,1
2214,145,Undirected,29545,,1
1336,361,Undirected,29546,,1
639,31,Undirected,29547,,1
964,638,Undirected,29548,,1
797,682,Undirected,29549,,1
939,147,Undirected,29550,,1
1607,8,Undirected,29551,,1
1857,515,Undirected,29552,,1
844,777,Undirected,29553,,1
754,413,Undirected,29554,,1
376,81,Undirected,29555,,1
570,191,Undirected,29556,,1
814,48,Undirected,29557,,1
2003,981,Undirected,29558,,1
1872,948,Undirected,29559,,1
703,370,Undirected,29560,,1
752,23,Undirected,29561,,1
372,346,Undirected,29562,,1
929,373,Undirected,29563,,1
715,396,Undirected,29564,,1
246,23,Undirected,29565,,1
2511,750,Undirected,29566,,1
638,414,Undirected,29567,,1
686,166,Undirected,29568,,1
740,121,Undirected,29569,,1
920,265,Undirected,29570,,1
2599,812,Undirected,29571,,1
1365,694,Undirected,29572,,1
267,21,Undirected,29573,,1
2665,13,Undirected,29574,,1
769,453,Undirected,29575,,1
883,317,Undirected,29576,,1
2837,327,Undirected,29577,,1
1982,91,Undirected,29578,,1
787,502,Undirected,29579,,1
938,303,Undirected,29580,,1
378,360,Undirected,29581,,1
2281,19,Undirected,29582,,1
1838,13,Undirected,29583,,1
2837,845,Undirected,29584,,1
809,32,Undirected,29585,,1
918,467,Undirected,29586,,1
836,725,Undirected,29587,,1
413,33,Undirected,29588,,1
816,272,Undirected,29589,,1
543,346,Undirected,29590,,1
964,745,Undirected,29591,,1
1281,135,Undirected,29592,,1
2903,794,Undirected,29593,,1
788,309,Undirected,29594,,1
470,394,Undirected,29595,,1
970,142,Undirected,29596,,1
532,103,Undirected,29597,,1
122,56,Undirected,29598,,1
376,361,Undirected,29599,,1
1847,427,Undirected,29600,,1
836,638,Undirected,29601,,1
274,37,Undirected,29602,,1
732,614,Undirected,29603,,1
683,342,Undirected,29604,,1
2903,33,Undirected,29605,,1
981,787,Undirected,29606,,1
787,448,Undirected,29607,,1
452,169,Undirected,29608,,1
787,295,Undirected,29609,,1
682,499,Undirected,29610,,1
1656,121,Undirected,29611,,1
495,308,Undirected,29612,,1
1383,534,Undirected,29613,,1
879,115,Undirected,29614,,1
499,342,Undirected,29615,,1
960,173,Undirected,29616,,1
317,205,Undirected,29617,,1
404,311,Undirected,29618,,1
389,291,Undirected,29619,,1
790,14,Undirected,29620,,1
762,758,Undirected,29621,,1
2941,283,Undirected,29622,,1
669,297,Undirected,29623,,1
2914,17,Undirected,29624,,1
264,87,Undirected,29625,,1
789,576,Undirected,29626,,1
1130,975,Undirected,29627,,1
311,34,Undirected,29628,,1
941,454,Undirected,29629,,1
1094,774,Undirected,29630,,1
339,244,Undirected,29631,,1
1966,652,Undirected,29632,,1
770,562,Undirected,29633,,1
707,499,Undirected,29634,,1
1392,961,Undirected,29635,,1
794,15,Undirected,29636,,1
1720,365,Undirected,29637,,1
2297,494,Undirected,29638,,1
2385,108,Undirected,29639,,1
2232,660,Undirected,29640,,1
2809,27,Undirected,29641,,1
1353,476,Undirected,29642,,1
401,298,Undirected,29643,,1
795,683,Undirected,29644,,1
883,381,Undirected,29645,,1
754,745,Undirected,29646,,1
2309,652,Undirected,29647,,1
652,27,Undirected,29648,,1
1935,370,Undirected,29649,,1
923,291,Undirected,29650,,1
787,430,Undirected,29651,,1
2893,789,Undirected,29652,,1
778,272,Undirected,29653,,1
837,694,Undirected,29654,,1
1382,772,Undirected,29655,,1
923,244,Undirected,29656,,1
752,169,Undirected,29657,,1
1288,454,Undirected,29658,,1
2893,54,Undirected,29659,,1
599,219,Undirected,29660,,1
1895,407,Undirected,29661,,1
920,476,Undirected,29662,,1
1491,370,Undirected,29663,,1
686,295,Undirected,29664,,1
313,229,Undirected,29665,,1
343,274,Undirected,29666,,1
2100,522,Undirected,29667,,1
809,191,Undirected,29668,,1
1790,875,Undirected,29669,,1
291,48,Undirected,29670,,1
1261,339,Undirected,29671,,1
687,612,Undirected,29672,,1
372,46,Undirected,29673,,1
953,589,Undirected,29674,,1
789,365,Undirected,29675,,1
842,231,Undirected,29676,,1
2131,151,Undirected,29677,,1
902,464,Undirected,29678,,1
976,458,Undirected,29679,,1
762,552,Undirected,29680,,1
989,831,Undirected,29681,,1
599,58,Undirected,29682,,1
2053,764,Undirected,29683,,1
296,265,Undirected,29684,,1
762,26,Undirected,29685,,1
850,499,Undirected,29686,,1
747,99,Undirected,29687,,1
396,31,Undirected,29688,,1
748,642,Undirected,29689,,1
787,86,Undirected,29690,,1
686,121,Undirected,29691,,1
1141,918,Undirected,29692,,1
1728,593,Undirected,29693,,1
755,578,Undirected,29694,,1
836,91,Undirected,29695,,1
975,638,Undirected,29696,,1
880,816,Undirected,29697,,1
230,33,Undirected,29698,,1
824,260,Undirected,29699,,1
692,220,Undirected,29700,,1
1430,639,Undirected,29701,,1
690,351,Undirected,29702,,1
810,199,Undirected,29703,,1
2795,372,Undirected,29704,,1
2696,260,Undirected,29705,,1
615,291,Undirected,29706,,1
767,298,Undirected,29707,,1
816,274,Undirected,29708,,1
920,502,Undirected,29709,,1
436,356,Undirected,29710,,1
558,532,Undirected,29711,,1
2794,1,Undirected,29712,,1
915,839,Undirected,29713,,1
499,81,Undirected,29714,,1
605,357,Undirected,29715,,1
702,77,Undirected,29716,,1
2007,599,Undirected,29717,,1
470,274,Undirected,29718,,1
2534,576,Undirected,29719,,1
701,648,Undirected,29720,,1
981,372,Undirected,29721,,1
2409,972,Undirected,29722,,1
891,225,Undirected,29723,,1
655,523,Undirected,29724,,1
2807,346,Undirected,29725,,1
486,307,Undirected,29726,,1
787,314,Undirected,29727,,1
779,618,Undirected,29728,,1
1369,395,Undirected,29729,,1
615,261,Undirected,29730,,1
879,499,Undirected,29731,,1
396,43,Undirected,29732,,1
949,48,Undirected,29733,,1
2192,53,Undirected,29734,,1
1491,943,Undirected,29735,,1
2617,376,Undirected,29736,,1
536,283,Undirected,29737,,1
2945,388,Undirected,29738,,1
809,589,Undirected,29739,,1
802,742,Undirected,29740,,1
755,424,Undirected,29741,,1
964,570,Undirected,29742,,1
655,24,Undirected,29743,,1
1724,499,Undirected,29744,,1
727,74,Undirected,29745,,1
2240,589,Undirected,29746,,1
918,15,Undirected,29747,,1
859,643,Undirected,29748,,1
871,638,Undirected,29749,,1
2131,230,Undirected,29750,,1
587,12,Undirected,29751,,1
975,734,Undirected,29752,,1
661,562,Undirected,29753,,1
476,376,Undirected,29754,,1
884,543,Undirected,29755,,1
2811,902,Undirected,29756,,1
576,283,Undirected,29757,,1
2207,844,Undirected,29758,,1
2593,230,Undirected,29759,,1
493,403,Undirected,29760,,1
1686,266,Undirected,29761,,1
732,78,Undirected,29762,,1
477,95,Undirected,29763,,1
552,98,Undirected,29764,,1
701,470,Undirected,29765,,1
903,441,Undirected,29766,,1
666,430,Undirected,29767,,1
2893,638,Undirected,29768,,1
2042,688,Undirected,29769,,1
2561,317,Undirected,29770,,1
610,84,Undirected,29771,,1
865,570,Undirected,29772,,1
879,346,Undirected,29773,,1
2365,648,Undirected,29774,,1
1677,878,Undirected,29775,,1
2070,187,Undirected,29776,,1
668,314,Undirected,29777,,1
782,716,Undirected,29778,,1
638,97,Undirected,29779,,1
923,854,Undirected,29780,,1
942,351,Undirected,29781,,1
826,47,Undirected,29782,,1
762,715,Undirected,29783,,1
789,589,Undirected,29784,,1
524,255,Undirected,29785,,1
859,849,Undirected,29786,,1
613,429,Undirected,29787,,1
97,9,Undirected,29788,,1
920,844,Undirected,29789,,1
829,640,Undirected,29790,,1
2696,199,Undirected,29791,,1
2208,351,Undirected,29792,,1
659,225,Undirected,29793,,1
624,372,Undirected,29794,,1
670,244,Undirected,29795,,1
2498,603,Undirected,29796,,1
2207,618,Undirected,29797,,1
816,224,Undirected,29798,,1
943,558,Undirected,29799,,1
754,11,Undirected,29800,,1
824,251,Undirected,29801,,1
1732,659,Undirected,29802,,1
2207,462,Undirected,29803,,1
2158,897,Undirected,29804,,1
982,91,Undirected,29805,,1
1066,495,Undirected,29806,,1
995,615,Undirected,29807,,1
909,122,Undirected,29808,,1
406,261,Undirected,29809,,1
231,200,Undirected,29810,,1
1110,981,Undirected,29811,,1
211,179,Undirected,29812,,1
452,432,Undirected,29813,,1
458,378,Undirected,29814,,1
923,665,Undirected,29815,,1
430,248,Undirected,29816,,1
690,155,Undirected,29817,,1
981,246,Undirected,29818,,1
1556,365,Undirected,29819,,1
619,593,Undirected,29820,,1
778,532,Undirected,29821,,1
898,886,Undirected,29822,,1
492,14,Undirected,29823,,1
1009,42,Undirected,29824,,1
981,943,Undirected,29825,,1
630,244,Undirected,29826,,1
1247,879,Undirected,29827,,1
1040,15,Undirected,29828,,1
869,671,Undirected,29829,,1
1157,159,Undirected,29830,,1
1921,230,Undirected,29831,,1
980,479,Undirected,29832,,1
504,242,Undirected,29833,,1
810,546,Undirected,29834,,1
816,778,Undirected,29835,,1
360,269,Undirected,29836,,1
2284,476,Undirected,29837,,1
811,652,Undirected,29838,,1
794,78,Undirected,29839,,1
964,230,Undirected,29840,,1
605,436,Undirected,29841,,1
932,406,Undirected,29842,,1
2121,633,Undirected,29843,,1
624,495,Undirected,29844,,1
849,291,Undirected,29845,,1
592,357,Undirected,29846,,1
879,694,Undirected,29847,,1
589,357,Undirected,29848,,1
583,70,Undirected,29849,,1
1438,273,Undirected,29850,,1
1062,185,Undirected,29851,,1
2727,613,Undirected,29852,,1
304,219,Undirected,29853,,1
926,383,Undirected,29854,,1
754,230,Undirected,29855,,1
719,710,Undirected,29856,,1
810,372,Undirected,29857,,1
2094,760,Undirected,29858,,1
975,66,Undirected,29859,,1
2403,646,Undirected,29860,,1
2167,304,Undirected,29861,,1
742,312,Undirected,29862,,1
787,762,Undirected,29863,,1
620,86,Undirected,29864,,1
655,440,Undirected,29865,,1
859,413,Undirected,29866,,1
265,13,Undirected,29867,,1
837,63,Undirected,29868,,1
1199,42,Undirected,29869,,1
826,547,Undirected,29870,,1
963,511,Undirected,29871,,1
666,224,Undirected,29872,,1
742,63,Undirected,29873,,1
1479,467,Undirected,29874,,1
836,668,Undirected,29875,,1
548,533,Undirected,29876,,1
727,406,Undirected,29877,,1
260,43,Undirected,29878,,1
777,53,Undirected,29879,,1
2515,910,Undirected,29880,,1
525,166,Undirected,29881,,1
111,14,Undirected,29882,,1
879,683,Undirected,29883,,1
2207,263,Undirected,29884,,1
362,24,Undirected,29885,,1
628,599,Undirected,29886,,1
