Source,Target,Type,Id,Label,Weight
879,329,Undirected,25179,,1
610,525,Undirected,25180,,1
776,2,Undirected,25181,,1
441,16,Undirected,25182,,1
823,589,Undirected,25183,,1
997,978,Undirected,25184,,1
748,732,Undirected,25185,,1
923,671,Undirected,25186,,1
668,356,Undirected,25187,,1
754,94,Undirected,25188,,1
665,599,Undirected,25189,,1
826,224,Undirected,25190,,1
964,48,Undirected,25191,,1
762,308,Undirected,25192,,1
648,191,Undirected,25193,,1
620,615,Undirected,25194,,1
467,304,Undirected,25195,,1
665,291,Undirected,25196,,1
1143,838,Undirected,25197,,1
2162,431,Undirected,25198,,1
272,19,Undirected,25199,,1
865,732,Undirected,25200,,1
191,175,Undirected,25201,,1
633,499,Undirected,25202,,1
362,110,Undirected,25203,,1
967,590,Undirected,25204,,1
845,174,Undirected,25205,,1
741,313,Undirected,25206,,1
918,859,Undirected,25207,,1
2000,87,Undirected,25208,,1
568,280,Undirected,25209,,1
610,441,Undirected,25210,,1
440,78,Undirected,25211,,1
926,452,Undirected,25212,,1
831,294,Undirected,25213,,1
543,314,Undirected,25214,,1
836,169,Undirected,25215,,1
2474,980,Undirected,25216,,1
943,390,Undirected,25217,,1
413,241,Undirected,25218,,1
661,272,Undirected,25219,,1
441,159,Undirected,25220,,1
546,160,Undirected,25221,,1
1903,860,Undirected,25222,,1
101,5,Undirected,25223,,1
78,24,Undirected,25224,,1
932,479,Undirected,25225,,1
2736,455,Undirected,25226,,1
261,69,Undirected,25227,,1
811,272,Undirected,25228,,1
564,502,Undirected,25229,,1
396,1,Undirected,25230,,1
525,61,Undirected,25231,,1
2593,614,Undirected,25232,,1
183,78,Undirected,25233,,1
910,492,Undirected,25234,,1
230,169,Undirected,25235,,1
1808,174,Undirected,25236,,1
1522,130,Undirected,25237,,1
2649,601,Undirected,25238,,1
324,238,Undirected,25239,,1
638,502,Undirected,25240,,1
975,94,Undirected,25241,,1
838,605,Undirected,25242,,1
133,5,Undirected,25243,,1
789,202,Undirected,25244,,1
1674,879,Undirected,25245,,1
1608,790,Undirected,25246,,1
343,248,Undirected,25247,,1
789,754,Undirected,25248,,1
2578,206,Undirected,25249,,1
1709,283,Undirected,25250,,1
2593,379,Undirected,25251,,1
902,470,Undirected,25252,,1
387,225,Undirected,25253,,1
1935,66,Undirected,25254,,1
1589,962,Undirected,25255,,1
543,225,Undirected,25256,,1
1517,920,Undirected,25257,,1
894,489,Undirected,25258,,1
809,658,Undirected,25259,,1
929,493,Undirected,25260,,1
1121,98,Undirected,25261,,1
2032,370,Undirected,25262,,1
801,361,Undirected,25263,,1
291,23,Undirected,25264,,1
2893,884,Undirected,25265,,1
845,545,Undirected,25266,,1
1954,595,Undirected,25267,,1
816,153,Undirected,25268,,1
2143,734,Undirected,25269,,1
903,61,Undirected,25270,,1
519,144,Undirected,25271,,1
1517,665,Undirected,25272,,1
849,687,Undirected,25273,,1
903,392,Undirected,25274,,1
589,304,Undirected,25275,,1
2862,734,Undirected,25276,,1
1397,439,Undirected,25277,,1
2064,898,Undirected,25278,,1
2732,370,Undirected,25279,,1
2463,750,Undirected,25280,,1
513,0,Undirected,25281,,1
370,287,Undirected,25282,,1
210,191,Undirected,25283,,1
504,430,Undirected,25284,,1
265,191,Undirected,25285,,1
586,47,Undirected,25286,,1
1143,317,Undirected,25287,,1
926,372,Undirected,25288,,1
723,274,Undirected,25289,,1
1024,620,Undirected,25290,,1
286,173,Undirected,25291,,1
2591,61,Undirected,25292,,1
953,94,Undirected,25293,,1
430,283,Undirected,25294,,1
1427,129,Undirected,25295,,1
694,158,Undirected,25296,,1
283,230,Undirected,25297,,1
1395,770,Undirected,25298,,1
902,365,Undirected,25299,,1
230,63,Undirected,25300,,1
2164,114,Undirected,25301,,1
1796,113,Undirected,25302,,1
2465,891,Undirected,25303,,1
1520,227,Undirected,25304,,1
823,350,Undirected,25305,,1
883,43,Undirected,25306,,1
932,923,Undirected,25307,,1
2214,735,Undirected,25308,,1
401,103,Undirected,25309,,1
467,436,Undirected,25310,,1
499,291,Undirected,25311,,1
361,291,Undirected,25312,,1
811,153,Undirected,25313,,1
844,665,Undirected,25314,,1
727,362,Undirected,25315,,1
694,590,Undirected,25316,,1
2042,673,Undirected,25317,,1
1657,774,Undirected,25318,,1
1465,883,Undirected,25319,,1
191,103,Undirected,25320,,1
436,46,Undirected,25321,,1
2207,2,Undirected,25322,,1
351,37,Undirected,25323,,1
802,313,Undirected,25324,,1
964,355,Undirected,25325,,1
562,370,Undirected,25326,,1
668,183,Undirected,25327,,1
978,826,Undirected,25328,,1
1819,13,Undirected,25329,,1
1465,357,Undirected,25330,,1
673,638,Undirected,25331,,1
666,33,Undirected,25332,,1
1548,261,Undirected,25333,,1
1348,749,Undirected,25334,,1
511,17,Undirected,25335,,1
2571,238,Undirected,25336,,1
673,370,Undirected,25337,,1
942,481,Undirected,25338,,1
748,169,Undirected,25339,,1
338,31,Undirected,25340,,1
1402,836,Undirected,25341,,1
1812,932,Undirected,25342,,1
898,534,Undirected,25343,,1
360,311,Undirected,25344,,1
998,981,Undirected,25345,,1
325,46,Undirected,25346,,1
975,2,Undirected,25347,,1
327,220,Undirected,25348,,1
943,413,Undirected,25349,,1
1177,784,Undirected,25350,,1
960,351,Undirected,25351,,1
826,590,Undirected,25352,,1
491,94,Undirected,25353,,1
823,16,Undirected,25354,,1
920,436,Undirected,25355,,1
963,132,Undirected,25356,,1
797,646,Undirected,25357,,1
1936,634,Undirected,25358,,1
665,414,Undirected,25359,,1
2657,775,Undirected,25360,,1
777,472,Undirected,25361,,1
2132,311,Undirected,25362,,1
715,665,Undirected,25363,,1
628,562,Undirected,25364,,1
2515,735,Undirected,25365,,1
2373,593,Undirected,25366,,1
2795,605,Undirected,25367,,1
837,413,Undirected,25368,,1
659,638,Undirected,25369,,1
2032,624,Undirected,25370,,1
70,8,Undirected,25371,,1
891,12,Undirected,25372,,1
2782,495,Undirected,25373,,1
1566,948,Undirected,25374,,1
837,387,Undirected,25375,,1
2732,837,Undirected,25376,,1
2920,798,Undirected,25377,,1
886,191,Undirected,25378,,1
2602,149,Undirected,25379,,1
383,379,Undirected,25380,,1
1395,313,Undirected,25381,,1
837,669,Undirected,25382,,1
499,8,Undirected,25383,,1
869,346,Undirected,25384,,1
365,252,Undirected,25385,,1
491,153,Undirected,25386,,1
276,48,Undirected,25387,,1
1872,943,Undirected,25388,,1
2855,621,Undirected,25389,,1
1241,524,Undirected,25390,,1
2214,790,Undirected,25391,,1
1430,661,Undirected,25392,,1
424,9,Undirected,25393,,1
1520,93,Undirected,25394,,1
511,351,Undirected,25395,,1
376,23,Undirected,25396,,1
619,424,Undirected,25397,,1
779,356,Undirected,25398,,1
480,78,Undirected,25399,,1
377,63,Undirected,25400,,1
849,312,Undirected,25401,,1
2450,672,Undirected,25402,,1
599,99,Undirected,25403,,1
845,597,Undirected,25404,,1
923,682,Undirected,25405,,1
1110,23,Undirected,25406,,1
908,471,Undirected,25407,,1
668,480,Undirected,25408,,1
2450,546,Undirected,25409,,1
1921,943,Undirected,25410,,1
688,385,Undirected,25411,,1
932,731,Undirected,25412,,1
799,9,Undirected,25413,,1
1719,439,Undirected,25414,,1
713,489,Undirected,25415,,1
1369,486,Undirected,25416,,1
923,397,Undirected,25417,,1
754,59,Undirected,25418,,1
2409,361,Undirected,25419,,1
2437,82,Undirected,25420,,1
664,358,Undirected,25421,,1
2796,275,Undirected,25422,,1
2797,41,Undirected,25423,,1
838,182,Undirected,25424,,1
816,597,Undirected,25425,,1
519,331,Undirected,25426,,1
849,357,Undirected,25427,,1
448,126,Undirected,25428,,1
613,562,Undirected,25429,,1
597,29,Undirected,25430,,1
525,404,Undirected,25431,,1
343,230,Undirected,25432,,1
928,147,Undirected,25433,,1
903,187,Undirected,25434,,1
772,224,Undirected,25435,,1
921,379,Undirected,25436,,1
401,273,Undirected,25437,,1
740,346,Undirected,25438,,1
970,737,Undirected,25439,,1
871,669,Undirected,25440,,1
891,483,Undirected,25441,,1
976,523,Undirected,25442,,1
879,439,Undirected,25443,,1
926,616,Undirected,25444,,1
903,665,Undirected,25445,,1
2354,255,Undirected,25446,,1
2960,559,Undirected,25447,,1
1560,313,Undirected,25448,,1
2188,843,Undirected,25449,,1
2520,97,Undirected,25450,,1
773,115,Undirected,25451,,1
2348,77,Undirected,25452,,1
527,347,Undirected,25453,,1
2232,317,Undirected,25454,,1
1610,58,Undirected,25455,,1
2941,605,Undirected,25456,,1
550,149,Undirected,25457,,1
1809,153,Undirected,25458,,1
344,43,Undirected,25459,,1
926,502,Undirected,25460,,1
638,476,Undirected,25461,,1
246,46,Undirected,25462,,1
841,665,Undirected,25463,,1
373,365,Undirected,25464,,1
524,142,Undirected,25465,,1
734,424,Undirected,25466,,1
2009,226,Undirected,25467,,1
2809,775,Undirected,25468,,1
1616,1,Undirected,25469,,1
932,370,Undirected,25470,,1
806,86,Undirected,25471,,1
2486,210,Undirected,25472,,1
2272,411,Undirected,25473,,1
762,543,Undirected,25474,,1
812,620,Undirected,25475,,1
491,366,Undirected,25476,,1
809,608,Undirected,25477,,1
925,61,Undirected,25478,,1
613,404,Undirected,25479,,1
998,13,Undirected,25480,,1
628,613,Undirected,25481,,1
2821,962,Undirected,25482,,1
2064,977,Undirected,25483,,1
844,296,Undirected,25484,,1
296,274,Undirected,25485,,1
2622,115,Undirected,25486,,1
1640,961,Undirected,25487,,1
376,372,Undirected,25488,,1
782,373,Undirected,25489,,1
932,695,Undirected,25490,,1
879,757,Undirected,25491,,1
615,452,Undirected,25492,,1
313,29,Undirected,25493,,1
218,198,Undirected,25494,,1
464,272,Undirected,25495,,1
2622,296,Undirected,25496,,1
790,754,Undirected,25497,,1
344,260,Undirected,25498,,1
787,665,Undirected,25499,,1
274,232,Undirected,25500,,1
532,372,Undirected,25501,,1
859,295,Undirected,25502,,1
944,614,Undirected,25503,,1
2042,908,Undirected,25504,,1
650,499,Undirected,25505,,1
484,295,Undirected,25506,,1
920,187,Undirected,25507,,1
893,748,Undirected,25508,,1
499,412,Undirected,25509,,1
1657,784,Undirected,25510,,1
298,246,Undirected,25511,,1
973,845,Undirected,25512,,1
1381,132,Undirected,25513,,1
522,413,Undirected,25514,,1
2633,388,Undirected,25515,,1
787,605,Undirected,25516,,1
546,282,Undirected,25517,,1
2805,128,Undirected,25518,,1
610,108,Undirected,25519,,1
599,470,Undirected,25520,,1
2078,773,Undirected,25521,,1
2515,61,Undirected,25522,,1
879,191,Undirected,25523,,1
767,372,Undirected,25524,,1
312,47,Undirected,25525,,1
2320,975,Undirected,25526,,1
2090,166,Undirected,25527,,1
1395,708,Undirected,25528,,1
787,646,Undirected,25529,,1
1130,819,Undirected,25530,,1
2132,224,Undirected,25531,,1
723,499,Undirected,25532,,1
599,77,Undirected,25533,,1
1047,246,Undirected,25534,,1
590,16,Undirected,25535,,1
1456,252,Undirected,25536,,1
543,230,Undirected,25537,,1
980,296,Undirected,25538,,1
671,470,Undirected,25539,,1
669,9,Undirected,25540,,1
260,64,Undirected,25541,,1
1935,665,Undirected,25542,,1
997,2,Undirected,25543,,1
787,321,Undirected,25544,,1
33,24,Undirected,25545,,1
2730,333,Undirected,25546,,1
2520,48,Undirected,25547,,1
283,28,Undirected,25548,,1
597,23,Undirected,25549,,1
754,66,Undirected,25550,,1
198,191,Undirected,25551,,1
355,149,Undirected,25552,,1
809,491,Undirected,25553,,1
617,1,Undirected,25554,,1
2665,46,Undirected,25555,,1
1402,452,Undirected,25556,,1
690,5,Undirected,25557,,1
194,44,Undirected,25558,,1
779,672,Undirected,25559,,1
225,78,Undirected,25560,,1
394,95,Undirected,25561,,1
1921,665,Undirected,25562,,1
1608,355,Undirected,25563,,1
2436,176,Undirected,25564,,1
610,70,Undirected,25565,,1
536,187,Undirected,25566,,1
1474,33,Undirected,25567,,1
605,359,Undirected,25568,,1
747,474,Undirected,25569,,1
788,499,Undirected,25570,,1
724,32,Undirected,25571,,1
2253,225,Undirected,25572,,1
645,194,Undirected,25573,,1
1116,754,Undirected,25574,,1
583,108,Undirected,25575,,1
1264,593,Undirected,25576,,1
754,752,Undirected,25577,,1
816,347,Undirected,25578,,1
2080,973,Undirected,25579,,1
859,401,Undirected,25580,,1
816,527,Undirected,25581,,1
724,467,Undirected,25582,,1
605,546,Undirected,25583,,1
731,321,Undirected,25584,,1
789,787,Undirected,25585,,1
2365,661,Undirected,25586,,1
141,103,Undirected,25587,,1
1826,41,Undirected,25588,,1
757,272,Undirected,25589,,1
592,136,Undirected,25590,,1
738,224,Undirected,25591,,1
837,348,Undirected,25592,,1
690,43,Undirected,25593,,1
745,543,Undirected,25594,,1
610,491,Undirected,25595,,1
454,265,Undirected,25596,,1
1936,816,Undirected,25597,,1
1001,282,Undirected,25598,,1
3020,299,Undirected,25599,,1
2081,476,Undirected,25600,,1
487,336,Undirected,25601,,1
2586,684,Undirected,25602,,1
2486,845,Undirected,25603,,1
2176,350,Undirected,25604,,1
923,546,Undirected,25605,,1
718,251,Undirected,25606,,1
48,15,Undirected,25607,,1
715,467,Undirected,25608,,1
440,379,Undirected,25609,,1
372,78,Undirected,25610,,1
1088,406,Undirected,25611,,1
1935,605,Undirected,25612,,1
745,484,Undirected,25613,,1
2770,153,Undirected,25614,,1
760,650,Undirected,25615,,1
198,43,Undirected,25616,,1
2190,652,Undirected,25617,,1
931,407,Undirected,25618,,1
353,86,Undirected,25619,,1
943,246,Undirected,25620,,1
891,91,Undirected,25621,,1
2525,567,Undirected,25622,,1
908,540,Undirected,25623,,1
31,5,Undirected,25624,,1
872,86,Undirected,25625,,1
964,926,Undirected,25626,,1
923,527,Undirected,25627,,1
823,668,Undirected,25628,,1
665,585,Undirected,25629,,1
532,312,Undirected,25630,,1
349,237,Undirected,25631,,1
902,838,Undirected,25632,,1
1946,467,Undirected,25633,,1
648,646,Undirected,25634,,1
344,111,Undirected,25635,,1
401,63,Undirected,25636,,1
898,162,Undirected,25637,,1
838,703,Undirected,25638,,1
925,94,Undirected,25639,,1
790,624,Undirected,25640,,1
1915,389,Undirected,25641,,1
2516,691,Undirected,25642,,1
859,40,Undirected,25643,,1
829,209,Undirected,25644,,1
925,331,Undirected,25645,,1
3031,639,Undirected,25646,,1
932,566,Undirected,25647,,1
613,243,Undirected,25648,,1
689,10,Undirected,25649,,1
2561,244,Undirected,25650,,1
576,230,Undirected,25651,,1
2160,41,Undirected,25652,,1
655,17,Undirected,25653,,1
2284,272,Undirected,25654,,1
2590,106,Undirected,25655,,1
639,593,Undirected,25656,,1
740,209,Undirected,25657,,1
973,41,Undirected,25658,,1
976,597,Undirected,25659,,1
978,298,Undirected,25660,,1
666,248,Undirected,25661,,1
964,871,Undirected,25662,,1
2127,425,Undirected,25663,,1
810,779,Undirected,25664,,1
141,66,Undirected,25665,,1
2130,413,Undirected,25666,,1
879,260,Undirected,25667,,1
677,635,Undirected,25668,,1
932,296,Undirected,25669,,1
525,70,Undirected,25670,,1
610,66,Undirected,25671,,1
387,48,Undirected,25672,,1
2207,26,Undirected,25673,,1
810,638,Undirected,25674,,1
2593,665,Undirected,25675,,1
2272,85,Undirected,25676,,1
183,15,Undirected,25677,,1
2814,951,Undirected,25678,,1
1230,652,Undirected,25679,,1
1338,844,Undirected,25680,,1
2396,232,Undirected,25681,,1
776,390,Undirected,25682,,1
748,372,Undirected,25683,,1
750,46,Undirected,25684,,1
401,40,Undirected,25685,,1
2839,230,Undirected,25686,,1
2824,187,Undirected,25687,,1
694,387,Undirected,25688,,1
1759,975,Undirected,25689,,1
608,246,Undirected,25690,,1
884,816,Undirected,25691,,1
2632,160,Undirected,25692,,1
810,624,Undirected,25693,,1
628,436,Undirected,25694,,1
1062,835,Undirected,25695,,1
2352,224,Undirected,25696,,1
1782,952,Undirected,25697,,1
495,297,Undirected,25698,,1
2691,265,Undirected,25699,,1
865,410,Undirected,25700,,1
867,798,Undirected,25701,,1
406,365,Undirected,25702,,1
690,603,Undirected,25703,,1
373,13,Undirected,25704,,1
2478,348,Undirected,25705,,1
891,359,Undirected,25706,,1
838,535,Undirected,25707,,1
1812,664,Undirected,25708,,1
378,97,Undirected,25709,,1
748,266,Undirected,25710,,1
2898,134,Undirected,25711,,1
902,675,Undirected,25712,,1
483,244,Undirected,25713,,1
510,191,Undirected,25714,,1
665,265,Undirected,25715,,1
1765,226,Undirected,25716,,1
692,274,Undirected,25717,,1
590,356,Undirected,25718,,1
233,209,Undirected,25719,,1
545,430,Undirected,25720,,1
27,13,Undirected,25721,,1
617,522,Undirected,25722,,1
2388,23,Undirected,25723,,1
1902,478,Undirected,25724,,1
619,365,Undirected,25725,,1
814,556,Undirected,25726,,1
762,225,Undirected,25727,,1
639,361,Undirected,25728,,1
1110,169,Undirected,25729,,1
169,27,Undirected,25730,,1
777,261,Undirected,25731,,1
589,276,Undirected,25732,,1
770,708,Undirected,25733,,1
836,139,Undirected,25734,,1
1524,762,Undirected,25735,,1
1527,920,Undirected,25736,,1
1754,487,Undirected,25737,,1
1754,543,Undirected,25738,,1
2070,960,Undirected,25739,,1
344,191,Undirected,25740,,1
613,70,Undirected,25741,,1
943,615,Undirected,25742,,1
942,897,Undirected,25743,,1
1452,68,Undirected,25744,,1
1066,40,Undirected,25745,,1
1753,372,Undirected,25746,,1
2578,464,Undirected,25747,,1
287,130,Undirected,25748,,1
550,339,Undirected,25749,,1
284,209,Undirected,25750,,1
836,324,Undirected,25751,,1
672,356,Undirected,25752,,1
2759,553,Undirected,25753,,1
964,46,Undirected,25754,,1
620,97,Undirected,25755,,1
643,614,Undirected,25756,,1
261,57,Undirected,25757,,1
884,491,Undirected,25758,,1
1474,168,Undirected,25759,,1
787,590,Undirected,25760,,1
2939,796,Undirected,25761,,1
394,230,Undirected,25762,,1
1686,149,Undirected,25763,,1
523,213,Undirected,25764,,1
1490,476,Undirected,25765,,1
1085,968,Undirected,25766,,1
2081,130,Undirected,25767,,1
436,153,Undirected,25768,,1
437,248,Undirected,25769,,1
499,70,Undirected,25770,,1
1195,166,Undirected,25771,,1
280,191,Undirected,25772,,1
941,499,Undirected,25773,,1
546,149,Undirected,25774,,1
1177,818,Undirected,25775,,1
1781,738,Undirected,25776,,1
796,44,Undirected,25777,,1
1896,510,Undirected,25778,,1
2452,697,Undirected,25779,,1
440,436,Undirected,25780,,1
1517,306,Undirected,25781,,1
813,536,Undirected,25782,,1
466,207,Undirected,25783,,1
2502,242,Undirected,25784,,1
2438,850,Undirected,25785,,1
773,499,Undirected,25786,,1
346,33,Undirected,25787,,1
610,370,Undirected,25788,,1
2649,607,Undirected,25789,,1
310,283,Undirected,25790,,1
142,115,Undirected,25791,,1
1648,111,Undirected,25792,,1
790,271,Undirected,25793,,1
732,151,Undirected,25794,,1
826,370,Undirected,25795,,1
2783,52,Undirected,25796,,1
689,427,Undirected,25797,,1
694,183,Undirected,25798,,1
508,191,Undirected,25799,,1
1548,920,Undirected,25800,,1
661,39,Undirected,25801,,1
118,13,Undirected,25802,,1
317,244,Undirected,25803,,1
1116,48,Undirected,25804,,1
2387,604,Undirected,25805,,1
1343,922,Undirected,25806,,1
286,8,Undirected,25807,,1
2548,576,Undirected,25808,,1
122,31,Undirected,25809,,1
511,5,Undirected,25810,,1
2762,923,Undirected,25811,,1
219,46,Undirected,25812,,1
759,346,Undirected,25813,,1
487,308,Undirected,25814,,1
809,533,Undirected,25815,,1
46,26,Undirected,25816,,1
545,91,Undirected,25817,,1
964,690,Undirected,25818,,1
628,567,Undirected,25819,,1
831,122,Undirected,25820,,1
2406,164,Undirected,25821,,1
599,227,Undirected,25822,,1
2615,670,Undirected,25823,,1
668,590,Undirected,25824,,1
2432,463,Undirected,25825,,1
1972,135,Undirected,25826,,1
484,333,Undirected,25827,,1
1794,876,Undirected,25828,,1
2062,685,Undirected,25829,,1
525,378,Undirected,25830,,1
224,139,Undirected,25831,,1
608,454,Undirected,25832,,1
376,272,Undirected,25833,,1
2090,671,Undirected,25834,,1
276,77,Undirected,25835,,1
742,430,Undirected,25836,,1
425,335,Undirected,25837,,1
891,769,Undirected,25838,,1
943,23,Undirected,25839,,1
777,61,Undirected,25840,,1
742,367,Undirected,25841,,1
2232,735,Undirected,25842,,1
291,53,Undirected,25843,,1
724,643,Undirected,25844,,1
648,255,Undirected,25845,,1
24,19,Undirected,25846,,1
2673,568,Undirected,25847,,1
1725,978,Undirected,25848,,1
970,356,Undirected,25849,,1
313,111,Undirected,25850,,1
911,20,Undirected,25851,,1
1758,176,Undirected,25852,,1
467,283,Undirected,25853,,1
790,562,Undirected,25854,,1
416,7,Undirected,25855,,1
670,588,Undirected,25856,,1
599,241,Undirected,25857,,1
1724,661,Undirected,25858,,1
2476,133,Undirected,25859,,1
1814,876,Undirected,25860,,1
929,722,Undirected,25861,,1
2049,276,Undirected,25862,,1
908,346,Undirected,25863,,1
710,308,Undirected,25864,,1
669,570,Undirected,25865,,1
412,220,Undirected,25866,,1
975,755,Undirected,25867,,1
1991,361,Undirected,25868,,1
1828,776,Undirected,25869,,1
1935,982,Undirected,25870,,1
650,379,Undirected,25871,,1
816,715,Undirected,25872,,1
593,513,Undirected,25873,,1
2534,816,Undirected,25874,,1
748,387,Undirected,25875,,1
879,360,Undirected,25876,,1
900,204,Undirected,25877,,1
735,504,Undirected,25878,,1
2023,787,Undirected,25879,,1
2232,948,Undirected,25880,,1
852,351,Undirected,25881,,1
975,595,Undirected,25882,,1
836,128,Undirected,25883,,1
3039,980,Undirected,25884,,1
910,33,Undirected,25885,,1
767,32,Undirected,25886,,1
480,63,Undirected,25887,,1
650,608,Undirected,25888,,1
2153,32,Undirected,25889,,1
624,455,Undirected,25890,,1
244,155,Undirected,25891,,1
980,627,Undirected,25892,,1
432,187,Undirected,25893,,1
291,226,Undirected,25894,,1
455,308,Undirected,25895,,1
2795,652,Undirected,25896,,1
2970,290,Undirected,25897,,1
225,191,Undirected,25898,,1
499,464,Undirected,25899,,1
2792,945,Undirected,25900,,1
638,605,Undirected,25901,,1
871,274,Undirected,25902,,1
2624,476,Undirected,25903,,1
607,601,Undirected,25904,,1
605,280,Undirected,25905,,1
974,455,Undirected,25906,,1
2727,294,Undirected,25907,,1
722,673,Undirected,25908,,1
569,559,Undirected,25909,,1
1566,627,Undirected,25910,,1
1465,351,Undirected,25911,,1
854,48,Undirected,25912,,1
1465,85,Undirected,25913,,1
614,169,Undirected,25914,,1
859,789,Undirected,25915,,1
902,46,Undirected,25916,,1
811,787,Undirected,25917,,1
789,599,Undirected,25918,,1
865,686,Undirected,25919,,1
783,317,Undirected,25920,,1
414,272,Undirected,25921,,1
824,191,Undirected,25922,,1
1385,684,Undirected,25923,,1
836,387,Undirected,25924,,1
467,287,Undirected,25925,,1
471,14,Undirected,25926,,1
1585,95,Undirected,25927,,1
436,48,Undirected,25928,,1
627,242,Undirected,25929,,1
467,440,Undirected,25930,,1
932,244,Undirected,25931,,1
661,261,Undirected,25932,,1
1312,77,Undirected,25933,,1
1727,292,Undirected,25934,,1
964,347,Undirected,25935,,1
273,183,Undirected,25936,,1
476,230,Undirected,25937,,1
1565,805,Undirected,25938,,1
975,810,Undirected,25939,,1
973,362,Undirected,25940,,1
823,365,Undirected,25941,,1
2905,79,Undirected,25942,,1
975,53,Undirected,25943,,1
787,655,Undirected,25944,,1
908,381,Undirected,25945,,1
536,440,Undirected,25946,,1
1381,986,Undirected,25947,,1
823,378,Undirected,25948,,1
773,296,Undirected,25949,,1
2376,53,Undirected,25950,,1
943,724,Undirected,25951,,1
2239,17,Undirected,25952,,1
599,78,Undirected,25953,,1
1788,132,Undirected,25954,,1
2887,556,Undirected,25955,,1
246,187,Undirected,25956,,1
1170,879,Undirected,25957,,1
874,314,Undirected,25958,,1
2050,323,Undirected,25959,,1
836,401,Undirected,25960,,1
975,932,Undirected,25961,,1
801,167,Undirected,25962,,1
632,255,Undirected,25963,,1
883,133,Undirected,25964,,1
670,8,Undirected,25965,,1
643,225,Undirected,25966,,1
1357,975,Undirected,25967,,1
865,16,Undirected,25968,,1
406,255,Undirected,25969,,1
676,52,Undirected,25970,,1
2605,370,Undirected,25971,,1
1448,132,Undirected,25972,,1
362,242,Undirected,25973,,1
891,665,Undirected,25974,,1
1383,787,Undirected,25975,,1
797,224,Undirected,25976,,1
980,539,Undirected,25977,,1
831,628,Undirected,25978,,1
627,272,Undirected,25979,,1
499,360,Undirected,25980,,1
665,283,Undirected,25981,,1
686,255,Undirected,25982,,1
638,9,Undirected,25983,,1
975,287,Undirected,25984,,1
1936,251,Undirected,25985,,1
118,61,Undirected,25986,,1
953,430,Undirected,25987,,1
673,589,Undirected,25988,,1
1954,755,Undirected,25989,,1
311,108,Undirected,25990,,1
2624,283,Undirected,25991,,1
988,242,Undirected,25992,,1
499,14,Undirected,25993,,1
923,23,Undirected,25994,,1
2649,278,Undirected,25995,,1
748,650,Undirected,25996,,1
383,215,Undirected,25997,,1
836,379,Undirected,25998,,1
588,281,Undirected,25999,,1
953,711,Undirected,26000,,1
401,47,Undirected,26001,,1
640,365,Undirected,26002,,1
806,191,Undirected,26003,,1
1921,187,Undirected,26004,,1
686,420,Undirected,26005,,1
901,860,Undirected,26006,,1
823,599,Undirected,26007,,1
2019,61,Undirected,26008,,1
787,620,Undirected,26009,,1
902,122,Undirected,26010,,1
922,628,Undirected,26011,,1
779,372,Undirected,26012,,1
926,191,Undirected,26013,,1
923,15,Undirected,26014,,1
1479,605,Undirected,26015,,1
2657,291,Undirected,26016,,1
1438,951,Undirected,26017,,1
948,261,Undirected,26018,,1
1442,817,Undirected,26019,,1
169,48,Undirected,26020,,1
816,491,Undirected,26021,,1
525,34,Undirected,26022,,1
943,370,Undirected,26023,,1
661,533,Undirected,26024,,1
633,227,Undirected,26025,,1
661,131,Undirected,26026,,1
1474,283,Undirected,26027,,1
2541,425,Undirected,26028,,1
2087,321,Undirected,26029,,1
613,311,Undirected,26030,,1
226,219,Undirected,26031,,1
920,789,Undirected,26032,,1
614,191,Undirected,26033,,1
693,668,Undirected,26034,,1
470,264,Undirected,26035,,1
1999,655,Undirected,26036,,1
836,376,Undirected,26037,,1
2396,166,Undirected,26038,,1
1610,510,Undirected,26039,,1
650,260,Undirected,26040,,1
975,260,Undirected,26041,,1
1143,966,Undirected,26042,,1
761,9,Undirected,26043,,1
377,283,Undirected,26044,,1
1794,363,Undirected,26045,,1
2232,628,Undirected,26046,,1
823,620,Undirected,26047,,1
754,365,Undirected,26048,,1
881,877,Undirected,26049,,1
3002,204,Undirected,26050,,1
2294,783,Undirected,26051,,1
592,461,Undirected,26052,,1
585,437,Undirected,26053,,1
94,12,Undirected,26054,,1
859,744,Undirected,26055,,1
1381,883,Undirected,26056,,1
3015,187,Undirected,26057,,1
499,180,Undirected,26058,,1
762,589,Undirected,26059,,1
975,280,Undirected,26060,,1
1378,56,Undirected,26061,,1
865,54,Undirected,26062,,1
668,484,Undirected,26063,,1
1735,924,Undirected,26064,,1
767,13,Undirected,26065,,1
655,394,Undirected,26066,,1
597,2,Undirected,26067,,1
244,209,Undirected,26068,,1
1212,787,Undirected,26069,,1
2965,595,Undirected,26070,,1
496,493,Undirected,26071,,1
655,27,Undirected,26072,,1
799,734,Undirected,26073,,1
141,125,Undirected,26074,,1
2615,244,Undirected,26075,,1
778,191,Undirected,26076,,1
848,748,Undirected,26077,,1
859,826,Undirected,26078,,1
2541,87,Undirected,26079,,1
637,13,Undirected,26080,,1
734,249,Undirected,26081,,1
255,238,Undirected,26082,,1
2581,243,Undirected,26083,,1
787,394,Undirected,26084,,1
687,674,Undirected,26085,,1
1402,440,Undirected,26086,,1
370,267,Undirected,26087,,1
668,599,Undirected,26088,,1
2744,494,Undirected,26089,,1
981,925,Undirected,26090,,1
